LAMMPS data file: single chain from candidate_003.pdb

392 atoms
441 bonds

4 atom types
5 bond types

-16.497000 19.897000 xlo xhi
-20.819000 21.865000 ylo yhi
-20.318000 16.283000 zlo zhi

Masses

1 12.011000 # C
2 1.008000 # H
3 14.007000 # N
4 15.999000 # O

Atoms # full

1 1 4 0.000000 -0.382000 -1.921000 -12.773000 # O
2 1 1 0.000000 0.911000 -2.344000 -13.096000 # C
3 1 1 0.000000 -0.652000 -0.654000 -12.238000 # C
4 1 1 0.000000 0.369000 0.155000 -11.702000 # C
5 1 1 0.000000 -1.975000 -0.195000 -12.210000 # C
6 1 1 0.000000 0.064000 1.404000 -11.160000 # C
7 1 1 0.000000 -2.278000 1.065000 -11.681000 # C
8 1 1 0.000000 -1.258000 1.872000 -11.154000 # C
9 1 3 0.000000 -1.550000 3.193000 -10.668000 # N
10 1 1 0.000000 -2.113000 4.199000 -11.379000 # C
11 1 1 0.000000 -1.113000 3.736000 -9.506000 # C
12 1 1 0.000000 -2.033000 5.382000 -10.675000 # C
13 1 4 0.000000 -2.576000 4.077000 -12.546000 # O
14 1 1 0.000000 -1.396000 5.087000 -9.472000 # C
15 1 4 0.000000 -0.519000 3.090000 -8.601000 # O
16 1 1 0.000000 -2.385000 6.688000 -11.037000 # C
17 1 1 0.000000 -1.073000 6.076000 -8.532000 # C
18 1 1 0.000000 -2.047000 7.680000 -10.106000 # C
19 1 1 0.000000 -1.419000 7.386000 -8.901000 # C
20 1 1 0.000000 -2.174000 9.052000 -10.158000 # C
21 1 1 0.000000 -1.193000 8.591000 -8.274000 # C
22 1 3 0.000000 -1.648000 9.618000 -9.042000 # N
23 1 4 0.000000 -2.671000 9.700000 -11.120000 # O
24 1 4 0.000000 -0.660000 8.732000 -7.140000 # O
25 1 1 0.000000 -1.641000 11.014000 -8.695000 # C
26 1 1 0.000000 -0.535000 11.588000 -8.045000 # C
27 1 1 0.000000 -2.782000 11.802000 -8.919000 # C
28 1 1 0.000000 -0.599000 12.900000 -7.563000 # C
29 1 1 0.000000 -2.849000 13.108000 -8.426000 # C
30 1 1 0.000000 -1.780000 13.639000 -7.699000 # C
31 1 4 0.000000 -1.939000 14.861000 -7.041000 # O
32 1 1 0.000000 -2.440000 14.924000 -5.731000 # C
33 1 1 0.000000 -3.205000 16.031000 -5.337000 # C
